pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory,0.942728216
1827895,1526982350,e,udp,192.168.100.7,60432,192.168.159.152,53,2,176,INT,1526982355,35349,5.047131,0,0,,,0,0,0,,,,,2,0,176,0,0.198132,0.198132,0,0,Normal,Normal,0.53258097
1665675,1526962805,e,udp,192.168.100.7,35433,192.168.159.152,53,2,176,INT,1526962810,19558,5.047995,0,0,,,0,0,0,,,,,2,0,176,0,0.198098,0.198098,0,0,Normal,Normal,0.514288789
68537361,1528100743,e,udp,192.168.100.147,58114,192.168.100.6,80,10,600,INT,1528100775,148052,32.259865,3.580657,0.017731,,,17.903284,3.554262,3.603337,,,,,10,0,600,0,0.278984,0.278984,0,1,DDoS,UDP,0.917554274
476154,1526891546,e,ipv6-icmp,fe80::250:56ff:febe:254,133,ff02::2,0,1,70,NRS,1526891546,3743,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,0,Normal,Normal,0.193049601
1946002,1528081323,e s,tcp,192.168.100.147,39490,192.168.100.7,80,5,770,REQ,1528081355,86144,31.821854,0,0,,,0,0,0,,,,,5,0,770,0,0.1257,0.1257,0,1,DoS,TCP,0.135110682
1810275,1526981926,e,udp,192.168.100.7,50054,192.168.159.152,53,2,176,INT,1526981931,17571,5.042777,0,0,,,0,0,0,,,,,2,0,176,0,0.198303,0.198303,0,0,Normal,Normal,0.551656762
1814948,1526982230,e,udp,192.168.100.148,45058,192.168.217.2,53,2,172,INT,1526982233,22344,2.500054,0,0,,,0,0,0,,,,,2,0,172,0,0.399991,0.399991,0,0,Normal,Normal,0.750072732
28818013,1528086662,e,tcp,192.168.100.5,0,192.168.100.3,0,1889,1341493,CON,1528086704,2133,42.00742,4.354401,1.314757,,,39.18961,0.902321,4.999726,,,,,1889,0,1341493,0,44.944443,44.944443,0,0,Normal,Normal,0.013370575
57027296,1528099494,e *,tcp,192.168.100.55,8080,192.168.100.3,80,3481,3394131,CON,1528099516,978,21.832361,4.355809,1.269037,,,21.779045,1.817753,4.99868,,,,,1744,1737,1753949,1640182,159.396408,79.835617,79.514992,0,Normal,Normal,0.614106493
1468288,1526876128,e,udp,192.168.100.147,55590,8.8.8.8,53,2,172,CON,1526876128,2203,0.007565,0.007565,0,,,0.007565,0.007565,0.007565,,,,,1,1,86,86,132.187698,0,0,0,Normal,Normal,0.202833515
35659798,1528095779,e,tcp,192.168.100.6,80,192.168.100.3,80,429,126984,CON,1528095825,16856,46.17065,4.477561,1.362292,,,44.775612,0.393087,4.977836,,,,,429,0,126984,0,9.269958,9.269958,0,0,Normal,Normal,0.472997549
1472134,1526876160,e,udp,192.168.100.148,34152,8.8.8.8,53,2,172,CON,1526876160,6058,0.007379,0.007379,0,,,0.007379,0.007379,0.007379,,,,,1,1,86,86,135.519714,0,0,0,Normal,Normal,0.231055062
802973,1526947640,e,udp,192.168.100.150,37714,144.48.166.166,123,2,180,CON,1526947640,13,0.016154,0.016154,0,,,0.016154,0.016154,0.016154,,,,,1,1,90,90,61.904171,0,0,0,Normal,Normal,0.646849695
1719092,1526963949,e,udp,192.168.100.7,54750,192.168.159.152,53,2,176,INT,1526963954,18020,5.038694,0,0,,,0,0,0,,,,,2,0,176,0,0.198464,0.198464,0,0,Normal,Normal,0.261792929
96208,1526352073,e,udp,192.168.100.3,9923,205.251.194.250,53,2,470,CON,1526352074,5672,0.293743,0.293743,0,,,0.293743,0.293743,0.293743,,,,,1,1,92,378,3.404336,0,0,0,Normal,Normal,0.882264308
1737051,1526964430,e,udp,192.168.100.7,45959,192.168.159.152,53,2,176,INT,1526964435,36212,5.047979,0,0,,,0,0,0,,,,,2,0,176,0,0.198099,0.198099,0,0,Normal,Normal,0.666230129
11821455,1528083349,e s,tcp,192.168.100.149,26616,192.168.100.6,80,4,522,RST,1528083387,208025,38.217911,0.015686,0.022183,,,0.047057,0,0.047057,,,,,3,1,462,60,0.078497,0.052331,0,1,DoS,TCP,0.438036285
1774734,1526981094,e,udp,192.168.100.7,60038,192.168.159.152,53,2,176,INT,1526981099,37880,5.040429,0,0,,,0,0,0,,,,,2,0,176,0,0.198396,0.198396,0,0,Normal,Normal,0.659099542
96159,1526352070,e,udp,192.168.100.3,23198,192.48.79.30,53,2,571,CON,1526352071,5621,0.195443,0.195443,0,,,0.195443,0.195443,0.195443,,,,,1,1,95,476,5.116581,0,0,0,Normal,Normal,0.478598847
1593084,1526894943,e,udp,192.168.100.148,51235,8.8.8.8,53,2,227,CON,1526894943,38388,0.143409,0.143409,0,,,0.143409,0.143409,0.143409,,,,,1,1,76,151,6.973063,0,0,0,Normal,Normal,0.649174533
120518,1526354510,e,udp,192.168.100.3,52878,205.251.192.98,53,2,409,CON,1526354511,18145,0.297375,0.297375,0,,,0.297375,0.297375,0.297375,,,,,1,1,136,273,3.362757,0,0,0,Normal,Normal,0.655712407
1829086,1529381214,e,udp,192.168.100.3,1467,205.251.198.103,53,2,279,CON,1529381214,803,0.239854,0.239854,0,,,0.239854,0.239854,0.239854,,,,,1,1,99,180,4.169203,0,0,0,Normal,Normal,0.889009052
17584913,1528085337,e,udp,192.168.100.46,3456,192.168.100.5,80,5868,5707964,CON,1528085377,320,40.330338,4.76427,0.46534,,,38.114162,3.587785,4.996061,,,,,2934,2934,2789674,2918290,145.473618,72.724411,72.724411,0,Normal,Normal,0.406116315
1483929,1526876461,e,udp,192.168.100.148,52885,8.8.8.8,53,2,227,CON,1526876461,17892,0.143888,0.143888,0,,,0.143888,0.143888,0.143888,,,,,1,1,76,151,6.94985,0,0,0,Normal,Normal,0.303906806
55190325,1528099356,e,tcp,192.168.100.3,41307,52.64.239.193,8883,14,5110,CON,1528099366,261292,10.386101,0.259954,0.179224,,,0.779862,0.006502,0.388547,,,,,7,7,4648,462,1.251673,0.578057,0.577695,0,Normal,Normal,0.950596106
1593092,1526894943,e,udp,192.168.100.149,58709,8.8.8.8,53,2,227,CON,1526894943,38397,0.143685,0.143685,0,,,0.143685,0.143685,0.143685,,,,,1,1,76,151,6.959669,0,0,0,Normal,Normal,0.731734058
32721,1526348222,e,tcp,192.168.100.7,139,192.168.100.4,36390,10,680,CON,1526349675,4076,1453.943237,4.60E-05,3.50E-05,,,0.000228,1.60E-05,0.00011,,,,,5,5,350,330,0.00619,0.002751,0.002751,0,Normal,Normal,0.540871758
1110769,1526954967,e,ipv6-icmp,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,1526954967,3375,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,0,Normal,Normal,0.818966744
72847070,1528101776,e,tcp,192.168.100.5,0,192.168.100.3,0,479,340488,CON,1528101786,965,9.988101,4.982117,0.002654,,,9.964233,4.979048,4.985185,,,,,479,0,340488,0,47.856945,47.856945,0,0,Normal,Normal,0.480290478
1737129,1526965019,e,udp,192.168.100.149,39580,203.114.73.24,123,2,180,CON,1526965020,36455,0.024353,0.024353,0,,,0.024353,0.024353,0.024353,,,,,1,1,90,90,41.062702,0,0,0,Normal,Normal,0.957710202
1128803,1526966053,e d,tcp,192.168.100.3,35849,52.42.125.211,443,32,6721,FIN,1526966124,52,71.096252,0.68909,1.275202,,,5.512718,0.154468,4.046917,,,,,18,14,2393,4328,0.436029,0.239112,0.182851,0,Normal,Normal,0.842524283
1501337,1526876704,e,udp,192.168.100.7,44312,192.168.159.152,53,2,176,INT,1526876709,35466,5.042316,0,0,,,0,0,0,,,,,2,0,176,0,0.198322,0.198322,0,0,Normal,Normal,0.641160106
1739370,1526980442,e,udp,192.168.100.149,56162,8.8.8.8,53,2,203,CON,1526980442,2282,0.007749,0.007749,0,,,0.007749,0.007749,0.007749,,,,,1,1,64,139,129.048904,0,0,0,Normal,Normal,0.303487393
33627200,1528087259,e,udp,192.168.100.147,4144,192.168.100.5,80,10,600,INT,1528087290,101388,31.195387,3.610777,0.897585,,,18.053883,2.370764,4.743895,,,,,10,0,600,0,0.288504,0.288504,0,1,DoS,UDP,0.288700235
1111095,1526955075,e,udp,192.168.100.3,53977,192.33.4.12,53,2,943,CON,1526955075,3718,0.172941,0.172941,0,,,0.172941,0.172941,0.172941,,,,,1,1,94,849,5.782319,0,0,0,Normal,Normal,0.33923735
1518983,1526877110,e,udp,192.168.100.7,57070,192.168.159.152,53,2,176,INT,1526877115,53346,5.043055,0,0,,,0,0,0,,,,,2,0,176,0,0.198292,0.198292,0,0,Normal,Normal,0.699637895
57821464,1528099550,e,udp,192.168.100.148,39338,192.168.100.3,80,12,720,INT,1528099573,8667,22.840603,2.466551,1.606857,,,12.332756,0,4.225269,,,,,12,0,720,0,0.481598,0.481598,0,1,DDoS,UDP,0.620368561
71273443,1528101517,e,udp,192.168.100.46,3456,192.168.100.5,80,5646,5490622,CON,1528101554,322,37.076363,4.623663,0.977139,,,36.989304,2.038415,4.999987,,,,,2824,2822,2682347,2808275,152.253342,76.140152,76.086212,0,Normal,Normal,0.678045627
1108307,1526953920,e,udp,192.168.100.7,365,192.168.100.3,565,20654,1239240,INT,1526955645,6,1724.529541,4.913133,0.255865,,,1695.030762,0.187517,4.999994,,,,,20654,0,1239240,0,11.97602,11.97602,0,0,Normal,Normal,0.659042477
118758,1526354349,e,udp,192.168.100.147,35305,8.8.8.8,53,2,172,CON,1526354349,16287,0.007253,0.007253,0,,,0.007253,0.007253,0.007253,,,,,1,1,86,86,137.873978,0,0,0,Normal,Normal,0.217943496
12662904,1528083557,e,udp,192.168.100.7,365,192.168.100.3,565,2600,156000,INT,1528083619,834,61.600075,4.627916,1.025064,,,60.16291,1.157975,4.99916,,,,,2600,0,156000,0,42.191505,42.191505,0,0,Normal,Normal,0.133580751
3238796,1528081582,e s,tcp,192.168.100.149,36921,192.168.100.5,80,4,616,REQ,1528081627,68061,44.899616,0,0,,,0,0,0,,,,,4,0,616,0,0.066816,0.066816,0,1,DoS,TCP,0.36338512
1575085,1526894286,e,udp,192.168.100.7,59907,192.168.159.152,53,2,176,INT,1526894291,20085,5.047329,0,0,,,0,0,0,,,,,2,0,176,0,0.198125,0.198125,0,0,Normal,Normal,0.791404173
1593066,1526894882,e,udp,192.168.100.148,46838,8.8.8.8,53,2,227,CON,1526894882,38348,0.143536,0.143536,0,,,0.143536,0.143536,0.143536,,,,,1,1,76,151,6.966893,0,0,0,Normal,Normal,0.811095813
1701399,1526963592,e,udp,192.168.100.7,44319,192.168.159.152,53,2,176,INT,1526963597,174,5.047984,0,0,,,0,0,0,,,,,2,0,176,0,0.198099,0.198099,0,0,Normal,Normal,0.508585865
1697924,1526963502,e,udp,192.168.100.7,60538,192.168.159.152,53,2,176,INT,1526963507,52221,5.04038,0,0,,,0,0,0,,,,,2,0,176,0,0.198398,0.198398,0,0,Normal,Normal,0.469041986
71282218,1528101517,e g,tcp,192.168.100.3,41307,52.64.239.193,8883,34,13397,CON,1528101552,9097,35.023495,2.312742,1.600741,,,18.501932,0.005833,4.999188,,,,,17,17,12275,1122,0.942225,0.456836,0.456836,0,Normal,Normal,0.688266915
2646806,1528081458,e,tcp,192.168.100.5,0,192.168.100.3,0,2850,2024233,CON,1528081518,397,60.189156,4.60213,1.318801,,,59.827694,0.033733,4.995639,,,,,2850,0,2024233,0,47.334106,47.334106,0,0,Normal,Normal,0.640657232
1737110,1526964844,e,udp,192.168.100.7,37265,192.168.159.152,53,2,176,INT,1526964849,36392,5.047887,0,0,,,0,0,0,,,,,2,0,176,0,0.198103,0.198103,0,0,Normal,Normal,0.215020504
1610411,1526895107,e,udp,192.168.100.7,40523,192.168.159.152,53,2,176,INT,1526895112,55888,5.048031,0,0,,,0,0,0,,,,,2,0,176,0,0.198097,0.198097,0,0,Normal,Normal,0.335626243
13710958,1528083776,e *,tcp,192.168.100.55,8080,192.168.100.3,80,8493,8274645,CON,1528083829,243,53.33189,4.830167,0.499612,,,53.13184,3.250663,4.999997,,,,,4247,4246,4271587,4003058,159.229309,79.614655,79.595901,0,Normal,Normal,0.997797867
1493074,1526876599,e,udp,192.168.100.150,41238,8.8.8.8,53,2,172,CON,1526876599,27174,0.007324,0.007324,0,,,0.007324,0.007324,0.007324,,,,,1,1,86,86,136.537415,0,0,0,Normal,Normal,0.328053099
51259219,1528097772,e,tcp,192.168.100.46,80,192.168.100.5,80,1137,1063566,CON,1528097786,421,14.205647,4.726936,0.372718,,,14.180809,4.199839,4.990503,,,,,1137,0,1063566,0,79.968193,79.968193,0,0,Normal,Normal,0.471663703
1112234,1526955414,e,udp,192.168.100.3,17719,193.108.91.240,53,2,408,CON,1526955414,4914,0.008057,0.008057,0,,,0.008057,0.008057,0.008057,,,,,1,1,95,313,124.115677,0,0,0,Normal,Normal,0.251299101
1554702,1526877961,e,udp,192.168.100.7,44887,192.168.159.152,53,2,176,INT,1526877967,35949,5.047959,0,0,,,0,0,0,,,,,2,0,176,0,0.1981,0.1981,0,0,Normal,Normal,0.220987104
108551,1526353848,e,udp,192.168.100.3,58607,216.239.36.10,53,2,201,CON,1526353848,5974,0.142728,0.142728,0,,,0.142728,0.142728,0.142728,,,,,1,1,98,103,7.006334,0,0,0,Normal,Normal,0.926187343
20231636,1528085640,e,udp,192.168.100.150,20945,192.168.100.5,80,7,420,INT,1528085676,25685,36.215862,0.615559,1.376432,,,3.693354,0,3.693354,,,,,7,0,420,0,0.165673,0.165673,0,1,DoS,UDP,0.078165137
40231635,1528096290,e s,tcp,192.168.100.147,41382,192.168.100.3,80,2,308,REQ,1528096306,131992,16.362261,0,0,,,0,0,0,,,,,2,0,308,0,0.061116,0.061116,0,1,DDoS,TCP,0.968127473
1737100,1526964743,e,udp,192.168.100.7,54811,192.168.159.152,53,2,176,INT,1526964748,36350,5.04786,0,0,,,0,0,0,,,,,2,0,176,0,0.198104,0.198104,0,0,Normal,Normal,0.631732314
72003803,1528101601,e,tcp,192.168.100.3,41307,52.64.239.193,8883,6,1902,CON,1528101602,206354,0.436784,0.436784,0,,,0.436784,0.436784,0.436784,,,,,3,3,1704,198,11.447306,4.578922,4.578922,0,Normal,Normal,0.402059331
99723,1526352568,e,ipv6-icmp,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,1526352568,9339,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,0,Normal,Normal,0.288145436
6174568,1528082209,e,udp,192.168.100.7,365,192.168.100.3,565,2649,158940,INT,1528082270,466,61.644051,4.714829,0.926526,,,61.292778,1.505508,4.995624,,,,,2649,0,158940,0,42.956295,42.956295,0,0,Normal,Normal,0.459048145
6698505,1528082329,e,tcp,192.168.100.46,80,192.168.100.5,80,4527,4236741,CON,1528082386,80,56.621593,4.701014,0.955657,,,56.412163,1.531634,4.999793,,,,,4527,0,4236741,0,79.934166,79.934166,0,0,Normal,Normal,0.34045486
14963397,1528085015,e,udp,192.168.100.46,3456,192.168.100.5,80,4746,4618314,CON,1528085047,440,32.034081,4.566036,1.05675,,,31.96225,1.977544,4.999848,,,,,2373,2373,2255767,2362547,148.123489,74.046143,74.046143,0,Normal,Normal,0.69266335
1765734,1526980993,e,udp,192.168.100.7,37798,192.168.159.152,53,2,176,INT,1526980999,28839,5.04778,0,0,,,0,0,0,,,,,2,0,176,0,0.198107,0.198107,0,0,Normal,Normal,0.993470909
1021261,1526949255,e,tcp,192.168.100.149,41607,192.168.100.3,51805,2,120,RST,1526949255,201668,0.059442,0.059442,0,,,0.059442,0.059442,0.059442,,,,,1,1,60,60,16.823122,0,0,1,Reconnaissance,Service_Scan,0.752770635
1554597,1526877948,e,udp,192.168.100.7,33239,192.168.159.152,53,2,176,INT,1526877953,35846,5.048425,0,0,,,0,0,0,,,,,2,0,176,0,0.198082,0.198082,0,0,Normal,Normal,0.125726415
68914058,1528100895,e,udp,192.168.100.46,80,192.168.100.5,80,9774,9379693,INT,1528101017,416,122.241188,4.878032,0.55445,,,121.950806,2.161859,4.99746,,,,,9774,0,9379693,0,79.948502,79.948502,0,0,Normal,Normal,0.502335879
98723,1526352361,e,tcp,192.168.100.3,59674,54.70.185.30,443,34,7244,FIN,1526352423,7850,61.853241,0.256501,0.222737,,,1.795507,0.154089,0.799683,,,,,18,16,2262,4982,0.533521,0.274844,0.24251,0,Normal,Normal,0.585507629
68913862,1528100895,e,udp,192.168.100.46,3456,192.168.100.5,80,19549,19017260,CON,1528101017,220,122.2491,4.87854,0.549451,,,121.963501,2.186827,4.997829,,,,,9773,9776,9286970,9730290,159.903015,79.93515,79.959686,0,Normal,Normal,0.324301702
1828980,1529381180,e,udp,192.168.100.3,61529,192.36.148.17,53,2,1310,CON,1529381180,690,0.058212,0.058212,0,,,0.058212,0.058212,0.058212,,,,,1,1,91,1219,17.178589,0,0,0,Normal,Normal,0.983693117
1097530,1526949466,e,udp,192.168.100.148,35923,192.168.217.2,53,2,172,INT,1526949469,277783,2.499974,0,0,,,0,0,0,,,,,2,0,172,0,0.400004,0.400004,0,0,Normal,Normal,0.614811188
4466837,1528081823,e,udp,192.168.100.3,40613,199.19.53.1,53,2,488,CON,1528081824,247396,0.219087,0.219087,0,,,0.219087,0.219087,0.219087,,,,,1,1,98,390,4.564397,0,0,0,Normal,Normal,0.882139625
1145064,1526967221,e,tcp,192.168.100.46,80,192.168.100.5,80,12826,11939573,CON,1526967812,5,591.179077,4.904046,0.488742,,,578.677429,0.422598,4.999562,,,,,12826,0,11939573,0,21.693933,21.693933,0,0,Normal,Normal,0.188611075
1436112,1526967560,e,udp,192.168.100.147,49662,224.0.0.251,5353,1,83,INT,1526967560,292374,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,0,Normal,Normal,0.728572263
1665810,1526962862,e,udp,192.168.100.149,46838,8.8.8.8,53,2,203,CON,1526962862,19700,0.142951,0.142951,0,,,0.142951,0.142951,0.142951,,,,,1,1,64,139,6.995404,0,0,0,Normal,Normal,0.07903337
10303190,1528083095,e,udp,192.168.100.46,80,192.168.100.5,80,4660,4470071,INT,1528083153,556,58.264221,4.840875,0.497138,,,58.0905,3.192213,4.997843,,,,,4660,0,4470071,0,79.96331,79.96331,0,0,Normal,Normal,0.966191924
137432,1526355491,e,udp,192.168.100.7,54908,192.168.159.152,53,2,176,INT,1526355497,12900,5.046266,0,0,,,0,0,0,,,,,2,0,176,0,0.198166,0.198166,0,0,Normal,Normal,0.922378242
113777,1526354176,e,udp,192.168.100.150,54847,8.8.8.8,53,2,172,CON,1526354176,11252,0.007388,0.007388,0,,,0.007388,0.007388,0.007388,,,,,1,1,86,86,135.35463,0,0,0,Normal,Normal,0.534601881
1705664,1526963807,e,udp,192.168.100.149,54452,8.8.8.8,53,2,340,CON,1526963807,4528,0.144803,0.144803,0,,,0.144803,0.144803,0.144803,,,,,1,1,81,259,6.905934,0,0,0,Normal,Normal,0.519803227
1557324,1526894104,e,udp,192.168.100.148,60508,8.8.8.8,53,2,203,CON,1526894104,2305,0.143644,0.143644,0,,,0.143644,0.143644,0.143644,,,,,1,1,64,139,6.961655,0,0,0,Normal,Normal,0.650659802
94428,1526351825,e,udp,192.168.100.3,20844,192.31.80.30,53,2,936,CON,1526351825,3816,0.280742,0.280742,0,,,0.280742,0.280742,0.280742,,,,,1,1,91,845,3.56199,0,0,0,Normal,Normal,0.952555339
1535823,1526877523,e,udp,192.168.100.7,44935,192.168.159.152,53,2,176,INT,1526877528,16869,5.039646,0,0,,,0,0,0,,,,,2,0,176,0,0.198427,0.198427,0,0,Normal,Normal,0.407786289
1572863,1526894262,e,udp,192.168.100.7,57030,192.168.159.152,53,2,176,INT,1526894267,17890,5.039978,0,0,,,0,0,0,,,,,2,0,176,0,0.198414,0.198414,0,0,Normal,Normal,0.669783232
1665816,1526962896,e,udp,192.168.100.7,49226,192.168.159.152,53,2,176,INT,1526962901,19718,5.047895,0,0,,,0,0,0,,,,,2,0,176,0,0.198102,0.198102,0,0,Normal,Normal,0.313896438
1537340,1526877759,e,udp,192.168.100.3,47829,216.239.32.10,53,2,201,CON,1526877759,18428,0.180029,0.180029,0,,,0.180029,0.180029,0.180029,,,,,1,1,98,103,5.55466,0,0,0,Normal,Normal,0.827848208
1126203,1526961010,e,udp,192.168.100.3,25812,205.251.194.167,53,2,366,CON,1526961010,629,0.234725,0.234725,0,,,0.234725,0.234725,0.234725,,,,,1,1,98,268,4.260304,0,0,0,Normal,Normal,0.300947651
1810733,1526982134,e,udp,192.168.100.7,42758,192.168.159.152,53,2,176,INT,1526982139,18050,5.047795,0,0,,,0,0,0,,,,,2,0,176,0,0.198106,0.198106,0,0,Normal,Normal,0.938036383
1701422,1526963701,e,udp,192.168.100.149,42121,8.8.8.8,53,2,227,CON,1526963701,216,0.007837,0.007837,0,,,0.007837,0.007837,0.007837,,,,,1,1,76,151,127.599838,0,0,0,Normal,Normal,0.802875241
1829016,1529381193,e,udp,192.168.100.3,39433,192.33.14.30,53,2,889,CON,1529381193,726,0.00946,0.00946,0,,,0.00946,0.00946,0.00946,,,,,1,1,84,805,105.708244,0,0,0,Normal,Normal,0.382158851
1736753,1526964358,e,udp,192.168.100.7,47050,192.168.159.152,53,2,172,INT,1526964363,35887,5.048348,0,0,,,0,0,0,,,,,2,0,172,0,0.198085,0.198085,0,0,Normal,Normal,0.952648646
69628983,1528101151,eU,udp,192.168.100.149,2040,192.168.100.6,80,7,420,INT,1528101247,191011,95.948357,0.005267,0.012901,,,0.036867,0,0.036867,,,,,7,0,420,0,0.062534,0.062534,0,1,DDoS,UDP,0.697398932
34856468,1528104587,e,arp,192.168.100.1,,192.168.100.148,,2,120,CON,1528104587,27,5.50E-05,5.50E-05,0,,,5.50E-05,5.50E-05,5.50E-05,,,,,1,1,60,60,18181.81836,0,0,0,Normal,Normal,0.123799589
788778,1526902739,e,udp,192.168.100.27,58999,192.168.100.1,53,2,190,CON,1526902739,4038,0.145179,0.145179,0,,,0.145179,0.145179,0.145179,,,,,1,1,87,103,6.888048,0,0,0,Normal,Normal,0.567016867
23094774,1528085986,e,tcp,192.168.100.6,80,192.168.100.3,80,560,165760,CON,1528086007,5001,20.787291,4.128057,1.689503,,,20.640285,0.749062,4.981026,,,,,560,0,165760,0,26.891432,26.891432,0,0,Normal,Normal,0.101307771
470715,1526890130,e,arp,192.168.100.1,,192.168.100.27,,2,120,CON,1526890130,5085,0.00048,0.00048,0,,,0.00048,0.00048,0.00048,,,,,1,1,60,60,2083.333496,0,0,0,Normal,Normal,0.223356716
1814925,1526982215,e,udp,192.168.100.7,48580,192.168.159.152,53,2,176,INT,1526982220,22203,5.047994,0,0,,,0,0,0,,,,,2,0,176,0,0.198098,0.198098,0,0,Normal,Normal,0.000904965
44141070,1528096690,e,tcp,192.168.100.3,41307,52.64.239.193,8883,16,7986,CON,1528096710,111909,20.014784,1.082265,0.888304,,,5.411325,0.006097,1.921285,,,,,8,8,7458,528,0.749446,0.349862,0.349741,0,Normal,Normal,0.579684395
1799352,1526981817,e,udp,192.168.100.149,59566,8.8.8.8,53,2,172,CON,1526981817,6565,0.007284,0.007284,0,,,0.007284,0.007284,0.007284,,,,,1,1,86,86,137.287201,0,0,0,Normal,Normal,0.080225277
1592625,1526894684,e,udp,192.168.100.7,57359,192.168.159.152,53,2,176,INT,1526894689,37876,5.045957,0,0,,,0,0,0,,,,,2,0,176,0,0.198178,0.198178,0,0,Normal,Normal,0.075567995
1827912,1526982352,e,udp,192.168.100.7,49779,192.168.159.152,53,2,176,INT,1526982357,35355,5.047387,0,0,,,0,0,0,,,,,2,0,176,0,0.198122,0.198122,0,0,Normal,Normal,0.810833635
1724324,1526964238,e,udp,192.168.100.147,39033,8.8.8.8,53,2,172,CON,1526964238,23395,0.007157,0.007157,0,,,0.007157,0.007157,0.007157,,,,,1,1,86,86,139.723358,0,0,0,Normal,Normal,0.858837304
42721340,1528096565,e,tcp,192.168.100.6,80,192.168.100.3,80,666,197136,CON,1528096591,2989,25.377775,4.07603,1.781444,,,24.456179,0.112174,4.968204,,,,,666,0,197136,0,26.204031,26.204031,0,0,Normal,Normal,0.642587817
48594611,1528097212,e s,tcp,192.168.100.147,43615,192.168.100.6,80,5,676,RST,1528097265,124965,53.100143,0.012542,0.021723,,,0.050168,0,0.050168,,,,,4,1,616,60,0.075329,0.056497,0,1,DDoS,TCP,0.12563119
6094956,1528082160,e s,tcp,192.168.100.148,8899,192.168.100.7,80,5,770,REQ,1528082208,183021,48.096367,0,0,,,0,0,0,,,,,5,0,770,0,0.083166,0.083166,0,1,DoS,TCP,0.80948724
1593053,1526894812,e,udp,192.168.100.7,54333,192.168.159.152,53,2,176,INT,1526894817,38315,5.047935,0,0,,,0,0,0,,,,,2,0,176,0,0.198101,0.198101,0,0,Normal,Normal,0.232087807
55453741,1528099384,e,udp,192.168.100.46,80,192.168.100.5,80,1469,1413449,INT,1528099404,388,20.287594,4.04764,1.893129,,,20.238199,0.261387,4.997552,,,,,1469,0,1413449,0,72.359489,72.359489,0,0,Normal,Normal,0.632892605
14964745,1528085015,e,tcp,192.168.100.5,0,192.168.100.3,0,1424,1012659,CON,1528085047,1788,32.021061,4.553442,1.05247,,,31.874098,1.975434,4.9862,,,,,1424,0,1012659,0,44.439503,44.439503,0,0,Normal,Normal,0.777171024
72060286,1528101646,e,tcp,192.168.100.46,80,192.168.100.5,80,799,748353,CON,1528101656,673,9.996596,4.991431,0.001967,,,9.982862,4.990211,4.992652,,,,,799,0,748353,0,79.827171,79.827171,0,0,Normal,Normal,0.41268929
1518965,1526877108,e,udp,192.168.100.7,46166,192.168.159.152,53,2,176,INT,1526877113,53328,5.041507,0,0,,,0,0,0,,,,,2,0,176,0,0.198353,0.198353,0,0,Normal,Normal,0.050064344
1573897,1526894265,e,udp,192.168.100.150,44547,8.8.8.8,53,2,172,CON,1526894265,18925,0.007285,0.007285,0,,,0.007285,0.007285,0.007285,,,,,1,1,86,86,137.268356,0,0,0,Normal,Normal,0.970997526
1519366,1526877325,e,udp,192.168.100.7,40138,192.168.159.152,53,2,176,INT,1526877330,246,5.047876,0,0,,,0,0,0,,,,,2,0,176,0,0.198103,0.198103,0,0,Normal,Normal,0.617523704
34836763,1528102864,e,tcp,192.168.100.6,80,192.168.100.3,80,79231,23452376,CON,1528105801,7,2936.73291,4.940367,0.313825,,,2914.816406,0.149207,4.999998,,,,,79231,0,23452376,0,26.97896,26.97896,0,0,Normal,Normal,0.024812219
1779328,1526981389,e,udp,192.168.100.149,48706,192.168.217.2,53,2,172,INT,1526981391,42614,2.501205,0,0,,,0,0,0,,,,,2,0,172,0,0.399807,0.399807,0,0,Normal,Normal,0.237530822
120476,1526354507,e,udp,192.168.100.3,32369,205.251.197.203,53,2,419,CON,1526354507,18101,0.00859,0.00859,0,,,0.00859,0.00859,0.00859,,,,,1,1,118,301,116.414436,0,0,0,Normal,Normal,0.789719753
1714784,1526963915,e,udp,192.168.100.149,44704,8.8.8.8,53,2,340,CON,1526963915,13728,0.369153,0.369153,0,,,0.369153,0.369153,0.369153,,,,,1,1,81,259,2.708904,0,0,0,Normal,Normal,0.090248227
13710960,1528083776,e,tcp,192.168.100.6,80,192.168.100.3,80,1434,424464,CON,1528083829,245,53.331863,4.810367,0.543088,,,52.91404,3.09336,4.999151,,,,,1434,0,424464,0,26.86949,26.86949,0,0,Normal,Normal,0.464554155
1610559,1526895162,e,udp,192.168.100.7,59865,192.168.159.152,53,2,172,INT,1526895167,85,5.047723,0,0,,,0,0,0,,,,,2,0,172,0,0.198109,0.198109,0,0,Normal,Normal,0.430834661
